fund,year,asset_management_costs,transaction_costs,ter_annual,ter_quarterly,source_type,confidence,notes,dnb_reporter,source_asset_management_post,source_transaction_post
Groothandel,2017,0.0024,0.0004,0.0028,0.0006992661981939374,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Groothandel,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Groothandel,2018,0.0019,0.0008,0.0027,0.0006743176369199411,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Groothandel,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Groothandel,2019,0.0024,0.0006,0.0029999999999999,0.0007491577235239077,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Groothandel,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Groothandel,2020,0.0022,0.0007,0.0029,0.0007242128936200132,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Groothandel,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Groothandel,2021,0.0022,0.0006,0.0028,0.0006992661981939374,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Groothandel,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Groothandel,2022,0.0023,0.0007,0.003,0.0007491577235239077,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Groothandel,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Groothandel,2023,0.0024,0.0005,0.0029,0.0007242128936200132,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Groothandel,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Groothandel,2024,0.0027,0.0005,0.0032,0.0007990417880670009,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Groothandel,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
HAL,2015,0.0065,0.0006,0.0070999999999999,0.001770293540721779,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,HAL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
HAL,2016,0.0068,0.0006,0.0073999999999999,0.0018448882985671045,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,HAL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
HAL,2017,0.0131,0.0003,0.0134,0.0033332966336516723,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,HAL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
HAL,2018,0.0076,0.0001,0.0077,0.0019194663977399884,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,HAL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
HAL,2019,0.0070999999999999,0.0001,0.0072,0.0017951603115031745,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,HAL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
HAL,2020,0.0067,0.0002,0.0069,0.0017205544430514141,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,HAL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
HAL,2021,0.0055,0.0004,0.0059,0.001471747748806207,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,HAL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
HAL,2022,0.0056999999999999,0.0001,0.0058,0.0014468568778243096,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,HAL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
HAL,2023,0.0059,0.0001,0.006,0.0014966367639916989,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,HAL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
HAL,2024,0.0052,0.0006,0.0058,0.0014468568778243096,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,HAL,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hagee,2015,0.005,0.0,0.005,0.0012476630625266605,dnb_annual_wide_xlsx,0.7,Extracted from DNB annual wide Excel; check match/transaction costs.,Hagee,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hagee,2016,0.004,0.0,0.004,0.000998503490403868,dnb_annual_wide_xlsx,0.7,Extracted from DNB annual wide Excel; check match/transaction costs.,Hagee,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hagee,2017,0.005,0.0002,0.0052,0.001297472662116883,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hagee,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hagee,2018,0.0046,0.0059,0.0104999999999999,0.0026147269166845177,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hagee,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hagee,2019,0.005,0.0007,0.0057,0.001421964150722932,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hagee,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hagee,2020,0.0068,0.0012,0.008,0.001994027846918156,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hagee,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hagee,2021,0.0039,0.0013,0.0052,0.001297472662116883,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hagee,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hagee,2022,0.005,0.0046,0.0096,0.002391408066947376,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hagee,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hagee,2023,0.0049,0.0002,0.0050999999999999,0.0012725687915129402,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hagee,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hagee,2024,0.0039,0.0013,0.0052,0.001297472662116883,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hagee,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
HaskoningDHV,2018,0.0054,0.0015,0.0069,0.0017205544430514141,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,HaskoningDHV,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
HaskoningDHV,2019,0.006,0.001,0.007,0.0017454249180117731,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,HaskoningDHV,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
HaskoningDHV,2020,0.0039,0.0005,0.0044,0.001098189644454406,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,HaskoningDHV,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
HaskoningDHV,2021,0.0036,0.0006,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,HaskoningDHV,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
HaskoningDHV,2022,0.0037,0.001,0.0047,0.0011729347220381658,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,HaskoningDHV,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
HaskoningDHV,2023,0.0063,0.0016,0.0079,0.001969175879989349,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,HaskoningDHV,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
HaskoningDHV,2024,0.005,0.0014,0.0064,0.0015961742732228945,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,HaskoningDHV,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Heineken,2015,0.0051,0.0004,0.0055,0.00137217312686988,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Heineken,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Heineken,2016,0.0037,0.0001,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Heineken,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Heineken,2017,0.0038,0.0012,0.005,0.0012476630625266605,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Heineken,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Heineken,2018,0.0058,0.0007,0.0065,0.0016210540142660435,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Heineken,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Heineken,2019,0.0029,0.0007,0.0036,0.0008987875452020067,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Heineken,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Heineken,2020,0.0039,0.0014,0.0053,0.001322374674662008,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Heineken,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Heineken,2021,0.0066,0.0008,0.0074,0.0018448882985671045,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Heineken,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Heineken,2022,0.012,0.0011,0.0131,0.003259033408492984,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Heineken,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Heineken,2023,0.0069,0.0016,0.0085,0.002118259952441637,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Heineken,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Heineken,2024,0.0068,0.0012,0.008,0.001994027846918156,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Heineken,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Honeywell,2015,0.0034,0.0009,0.0043,0.0010732708977265748,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Honeywell,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Honeywell,2016,0.0038,0.0002,0.004,0.000998503490403868,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Honeywell,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Honeywell,2017,0.0042,0.0002,0.0043999999999999,0.001098189644454406,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Honeywell,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Honeywell,2018,0.004,0.0009,0.0049,0.001222755474834747,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Honeywell,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Honeywell,2019,0.0036,0.001,0.0046,0.0011480215562862384,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Honeywell,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Honeywell,2020,0.0037,0.0002,0.0039,0.0009735772978352042,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Honeywell,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Honeywell,2021,0.0043,0.0006,0.0049,0.001222755474834747,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Honeywell,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Honeywell,2022,0.0040999999999999,0.001,0.0050999999999999,0.0012725687915129402,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Honeywell,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Honeywell,2023,0.0040999999999999,0.0012,0.0052999999999999,0.001322374674662008,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Honeywell,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Honeywell,2024,0.0024,0.0006,0.0029999999999999,0.0007491577235239077,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Honeywell,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hoogovens,2015,0.0028,0.0008,0.0036,0.0008987875452020067,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hoogovens,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hoogovens,2016,0.0026,0.0008,0.0034,0.0008489183944260237,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hoogovens,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hoogovens,2017,0.0027,0.001,0.0037,0.0009237193255591247,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hoogovens,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hoogovens,2018,0.0034,0.0008,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hoogovens,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hoogovens,2019,0.0039,0.001,0.0049,0.001222755474834747,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hoogovens,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hoogovens,2020,0.0038,0.0009,0.0047,0.0011729347220381658,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hoogovens,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hoogovens,2021,0.0048,0.0009,0.0056999999999999,0.001421964150722932,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hoogovens,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hoogovens,2022,0.0052,0.0009,0.0060999999999999,0.0015215239237034162,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hoogovens,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hoogovens,2023,0.0046999999999999,0.0007,0.0053999999999999,0.001347274829471834,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hoogovens,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Hoogovens,2024,0.004,0.0007,0.0047,0.0011729347220381658,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Hoogovens,Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
